sender_wallet,receiver_wallet,token,amount,timestamp,gas_used,tx_fee_usd
0x5165416bd5e31205f5eebdb26cd1592ebddca2e9,0x57a1c1a5f53207d48d9fb0cc9a730bd8fb5fd4a0,UNI,101.31,2024-07-09 03:58:21,76761,8.68
0x25c717311ca9170b4ac3e9b636d21179e3359dd4,0xd7877c91b7f40fda6d99fedbf25a2bc0fbe24ef9,WBTC,181.38,2024-07-22 23:24:40,83552,8.54
0xccba13ed55148644802487bce53eb55921ba0feb,0x6de497f559054a268ada0f3230a376a9b93c7146,UNI,371.96,2024-07-13 19:38:43,98454,9.23
0x973994ea6148c341bff47f5e9721ff9029420df6,0xeb0cc429954f254746cca799bad6fe0ee6555b88,DAI,282.77,2024-07-09 17:30:45,48935,2.9
0x46d2815b93dc22b981b7152e79d208287e60827e,0x9fbe3f99a4895f1908c1ce0b9339ea2e0ea701ba,UNI,172.11,2024-07-19 02:04:08,58641,7.67
0xe391c2f221fd53d6a55604791a2377121504c19f,0x0cff8d4d51cca3ebf4bd93f22213d7538a869c34,USDC,473.19,2024-07-20 03:28:36,50711,4.88
0x547770f567ab48950b47158a6efc236cb73d8c1e,0x90b669ee091e2fc828a4499d993c1a382bcff7e2,DAI,75.12,2024-07-03 13:49:16,91342,8.5
0xea684c1f340e7d01d339e94e345a318e63f43454,0x7ffac87207b6b7626c76687fa0da4da22a5410c5,ETH,172.76,2024-07-17 04:42:05,33182,7.42
0x7484e135be5cc29287e7165fb9c975996f6a2144,0xb7baa1b139e8e8e739be2612eb545f1331c05d5d,WBTC,228.14,2024-07-09 10:44:46,77276,7.88
0x379bda828db78e0c9e1b8c145905c0b109af197b,0x991a44b4a06498e4ea127c3205b4086431a4cd51,DAI,304.47,2024-07-05 05:39:28,40541,6.73
0x429f0db71443a6dc3b6dd7fc8a7ccec4aa6dfca5,0x5ddadb9dbf4565cbb918c1e2865ee9860e89bb02,UNI,768.97,2024-07-26 14:23:18,65813,2.19
0x25162b29a67219a10418bb3be42f9213b57465d1,0x30d4a248e2ae415808a2a4982364e96c2cbd5a92,ETH,111.37,2024-07-30 19:21:16,58198,5.68
0xdf10b04fc8b7bb56232fbf467593f3d4db7f6367,0xd67b352d863d5af4a825ebbe035d506dd548c152,DAI,361.01,2024-07-10 14:58:47,29820,9.85
0x9734a87ec5efa730c4a5d0ff563bac34e411e6b0,0x2f84c52acd104de8120c13ac842bfa302c2d3d4f,DAI,448.75,2024-07-08 18:13:24,45070,9.41
0xe414a03aedcefa5c05276b7aa873350baf6378b7,0x4d6a2c9c19b0f3d635d9c14707b0876c9702b30a,DAI,23.78,2024-07-26 01:13:55,90768,0.91
0xd320effc2b28f577dcd364c61661834374cb1eea,0xb5bc8aeb97a26c2efc7290b86c19a0634fbd27af,UNI,467.67,2024-07-12 17:02:08,32122,2.07
0x2e1a7b77321268164f1cab8f52cd112cfe0f364b,0x1b024908dd570b7ed111235efdb98251e88d39ac,USDC,93.48,2024-07-06 13:18:19,94543,1.75
0xb4e5487f3cf95039e0674754240ffcd91dcb7b67,0xeaf71ab123632b0bad5dced695ade4082a5f7a07,DAI,33.63,2024-07-24 02:06:51,62786,7.4
0x8af6c0c766c104d1e512e617f991e02976ce472b,0x338a1523dbcec1fefa801f12dcba815afa891249,USDC,1486.84,2024-07-21 08:25:14,27737,8.27
0x77e6e8c09d1faa2d9fa8746ce75c51abe7252bee,0xea06587094bf9106cef35bbd68779ff6e60d6cad,DAI,1685.32,2024-07-16 13:07:48,57062,2.53
0xa061b83a2dc03d04b9b22920149ea6f5465fa27c,0x727e5930a5754262ab4d992eb6088737c53835e9,WBTC,826.17,2024-07-25 10:11:20,75237,5.31
0x61546b61eada8292e6df67fbf85809118265b372,0xbc6e7f73381f07619a49f791b4b6ed1101f35dc9,ETH,181.64,2024-07-21 05:12:37,72571,8.49
0xfb4e305fa7f9e99b4f649c36ab6f03349f63204d,0xe31131f196a3f482358d82030eb40e2029072103,DAI,51.39,2024-07-19 05:33:00,46510,7.46
0xb5102ee19e81b7181b47ffb28758462bdc6a2f62,0xb9b5fa53346ee11fe510af142eafb3380a1c28d0,UNI,576.38,2024-07-22 08:10:16,40426,5.65
0x3be95267b9414f864c908abccf5f987e42ce22c9,0x93b82421a5fb34d6490978916667b96b0055700d,ETH,290.05,2024-07-18 23:45:53,58265,6.11
0xc453737aa43460414e9164eba11d3f5579cf2f1e,0xd2d2d9c6c430ae06e1af0e9de3fbb1c84757388c,ETH,65.08,2024-07-08 07:15:18,38850,5.33
0xdbe03d7cf3f6121ea929dfa1841270856f03d2b2,0xaa4cad0a4000a838d6f6ae984f55c0074c189376,UNI,341.77,2024-07-08 12:44:52,87150,3.33
0x6e94b906f96d22acf1132f3c95ef725e7f493655,0xd707ecbe619b7598786a0bd2b481dc07d4058e5c,DAI,17.5,2024-07-03 14:22:06,95910,5.87
0xa1966353c437c4a9bafc506875acdf42fc8ff654,0x4a625040ea79635238479f7ec4907276419b669e,USDC,1200.21,2024-07-04 09:22:18,73375,7.04
0x53dd2d9eed5ff86eb409796ee5f1e1d285c33d42,0x567d661eb7ff88ce64fe5ba344b36f3d1f6dfee9,USDC,149.73,2024-07-29 14:44:56,56435,8.8
0x4a05b6a280881d9f48b32588c8c89018988a3b9e,0x3e8625ea3c86bf892d8fdaa646dc38c846ff8978,WBTC,543.13,2024-07-17 21:22:44,78132,6.54
0x921971dbc1ec5636c7872b4ccfded69e5a45abe0,0xe10f82d9dd3eb3f92f11862743157d1d4b30f474,ETH,186.77,2024-07-25 14:02:37,99945,7.73
0x285eb8e3dcc5302124dd67b15b3a223cf2bd3b26,0xe64576f04401881962f1f62ac184ce63a1e3478e,USDC,367.06,2024-07-26 00:13:52,23983,2.02
0x121a1650753afb98b8a066940907804424fc225d,0x9dcc4e8e4db1845abad0839b06ec09604eba5dcf,WBTC,395.61,2024-07-13 15:22:21,41662,4.88
0xaae4227dfe85b6068adba35a50dd7a2e75f34fec,0xf952b486aa5b7dbc3a71b585e92ae24b1d7e7eeb,WBTC,102.19,2024-07-16 14:19:24,44510,0.59
0x4dea9884019946f0c0617e568292cdd487b5de43,0x06a141123bbbac32e392abbaf0170f41f386d47f,DAI,1746.4,2024-07-18 23:19:25,99187,2.84
0x7d65217f9a89b91d3d82602fe21b9178f03dce83,0x35e13b97653459227fdaafdede7c67ac91f1d536,USDC,746.12,2024-07-27 05:44:37,61998,7.4
0x0cf07144e7941c6c51824aa794607d5a2f34311a,0x6b02fb7c9dd62b6c0dda6a982979a8205b62e5d0,DAI,1402.55,2024-07-09 04:57:13,77846,9.92
0x2a2e9a7468bbcd27e0f039d47476b02aac10637b,0xf711bcb0b389779898cf8171b1a004e97b1d7703,USDC,1126.08,2024-07-15 13:46:45,27640,1.44
0x2ad781ab883a8f93650bcd708f6c9529a07f6906,0xd19ff1033556d7f08a59445ae58f4a14b463954d,DAI,455.53,2024-07-02 14:49:43,65547,4.31
0xae91f9044b365bc545fbaefecc120afb3f0e0b88,0xd411f3bb449f47d66bc64398ac52f50a78a82fb2,DAI,1274.72,2024-07-23 03:07:52,75620,8.1
0x93c0ce1b001bed43dbe9f36ff779cf9df99e513d,0xed7dd0a921468ec8e51c61ea01c4c252a543f0c5,UNI,46.33,2024-07-04 11:03:30,36317,2.44
0x070b332429151e576014d456b91028526f824b64,0xaee6018d7c2c67800eeb17e81fc6e7069b3bf1d5,ETH,109.07,2024-07-09 00:00:18,28564,5.77
0xf4a940690ae223310632fab09b9ce1d1115fe6b7,0xc2f4a4f4f8ef2a0e1ed4b1a2dfec868fe9620adf,USDC,23.14,2024-07-07 02:44:20,48345,7.46
0x44c9dcc29d0c40a3d305d66bb7cf1e724333f737,0xdb07ebeb64ab41d44bc37d62e954c1c11bf49d7a,DAI,196.77,2024-07-03 13:39:15,95859,6.35
0x5e3bcbec520c0c454921cf1afac79214071ba6ee,0x34e18e8ad6963c3a0736f5a5d0f742928d8fc092,USDC,246.07,2024-07-30 05:17:56,95038,2.29
0x2c1562bb67f7a529b76e91f7196d63f54ccddafe,0xf24b22a5afd22021c57c89ab928059d5190bef9b,WBTC,158.28,2024-07-12 06:13:51,73393,3.88
0x2f5ee794b96897c7d576413e0148b2e8f9fa6551,0x32174c53c737840f6d35026424ef3ac6ddf2f7c2,UNI,882.28,2024-07-11 04:32:15,87081,7.95
0x4fb2d0de7f331f4ab61b71a9d5c4c8e4ef8c0e5d,0xd0d238b3f92fa43b5369878e034ca16245e78bb9,DAI,220.61,2024-07-03 16:52:25,50430,5.77
0x45a1cd4a5790cb05bf8c66c9c2a4154c047bb630,0x91ce6e5ee73cc8205791caa4a1a3179491443f98,UNI,164.9,2024-07-12 10:42:13,96532,0.55
0x9fceb2336574e225ea891b132998c73f4696abea,0x670a5e75af4b60c5e4464a9f3a81c56a9611ce1e,WBTC,391.2,2024-07-26 10:00:50,48788,7.73
0xa624205b23ee2d620474b557ab013e55b55c9265,0x09992fc2a374a50e144278c4ca6381d6024c21f1,DAI,75.95,2024-07-03 05:21:07,69543,0.84
0xcc6e86a6eb53b1f13feb35d2a7d10c872850f05e,0x5ff0f02a96e91c072baafe4fde3f349e1eb5ff5d,USDC,810.24,2024-07-10 12:00:37,34919,7.58
0xbf28c699b1e7f2ad3e31316d86da0df789a475b2,0xda3fbbb0b2174f3c394d8cb4191b2750519dae3a,USDC,38.74,2024-07-21 06:54:31,90346,2.42
0xd1a95b8825f9bbc7b309def655febd63cc1029de,0x3fcbe43ee39e152350055211e52aeb34cb5754af,ETH,2167.07,2024-07-10 10:18:53,60974,9.6
0xebc475a7fbdf24e9a015d16ca79c7f443e7ab81c,0x4c0f51a8928832913f7bc2d1d7b25f8b569f5d65,ETH,739.74,2024-07-16 00:30:11,37371,4.0
0x87fa1c370a4cdce8a3de02aecd8246696f21820c,0xa5ef1869616f8ec7d1ad149c5a06707ed4a4959d,DAI,110.77,2024-07-19 14:07:22,66084,3.61
0xfd86a92699b4e78a9d76f77c3658a5933d981e1b,0x50b0c6416fb58e4597bcd02a56ef04679f4ccaf5,DAI,2.77,2024-07-19 09:55:51,50629,1.91
0xdd2a8dc587fa386779f90becc9694c9586d3ce5c,0xf7d68993af2317ce2af289df9023b62836e63a75,UNI,844.95,2024-07-24 12:50:03,72184,3.4
0x599099a389d38c5d9c8b5481edbeba0598102b17,0x19778a35c4a4ae8fb6a07ff339a0203755cccea0,USDC,613.55,2024-07-06 07:06:33,82916,8.83
0x44cb7ef9bc0528b331a9c8cbdd555eeda37cf0e4,0x53777175d6fb4679ca72b7d2486e5cefce3cdc56,UNI,652.83,2024-07-26 14:37:35,94972,9.97
0x3daceb7e014b2c8f1e1dea64bf293277027181b8,0xaad19c4c4f4735ddcf0410385e56e8297718dbe2,USDC,737.61,2024-07-18 15:05:36,83187,4.0
0x528643b6c996c090947e88b00fe1763200c36983,0xa1308da1db907cb58dccf32111255d2b03c997d5,ETH,38.46,2024-07-20 07:06:17,33984,4.76
0xbe2f0013aec35a8fd588a7ee15b7c917e04dd756,0xb28ccf901a3587a5bebe8c9ef1a44d585fe853d4,WBTC,221.95,2024-07-14 11:38:01,54039,7.36
0x772ce2c78ad77d185e724baf3c73fc855e0c3974,0x1b872687d229f3563f635f13a5c61d54a127b072,WBTC,61.58,2024-07-21 14:13:06,79606,8.92
0x4e0a66a843ae6e9400fe1470b247f43ebb947e58,0xe4e56c3edf47a40c7198ac74f64e465a6f5ceb00,ETH,994.26,2024-07-11 19:52:52,31616,6.13
0xec6866344549e00a53d5d26842778cbce66c4fbf,0x04a43eaf01d0e77fd5af75c0b9ea48671f85db3f,UNI,488.15,2024-07-25 14:38:03,71072,4.22
0x5e6fee71739b8270ea7cd0381f5614c4ae6c616b,0x70d838f595c9c703e2a140e247a951babac992a0,USDC,200.91,2024-07-10 14:37:36,45574,4.42
0x34090adfaf7d44d5fc03c7ee53f89f8fd980d5c5,0x49b5154aeba95155568ca3d50aecaa74daf6df21,UNI,32.83,2024-07-09 04:32:24,24430,7.11
0x3cf4a8e2a944a50021c54e44e3c7b5bbbdde2d5e,0xf0a09fbb2fb03b5814b62b9bb5c57e63eab79ae5,DAI,186.24,2024-07-22 06:51:29,33676,0.53
0xa1d8fa4874cb25bed9e1bcae6f5b6a74cf138b7c,0x19fb511bc1fa4e75ea25a34c6dda48343673b676,DAI,196.66,2024-07-09 07:05:23,31816,6.39
0x09e07646b5a9c0364c0fa479c8b0aef5463394f2,0xa34b7715934742185f3836ed57c04125477828ab,ETH,653.94,2024-07-23 19:30:11,53733,3.88
0x5b4df40729a4c777b1d9ad40d16171b14b02ab33,0x635517d5112412aa5c9264b58d691c246070cb78,WBTC,507.44,2024-07-23 09:49:54,23050,8.04
0xe2d49fad123145b6df79e25acc55b3d80165b087,0x395407082790bb92ada3449016a2d6d34f0541a5,USDC,1091.13,2024-07-07 23:02:14,54933,1.38
0x36149c12a87128c35c03820986e991c055e57584,0xf2aa7a32a4ca567f9f0e63567e00f536391bb4b8,DAI,319.53,2024-07-06 00:02:26,45951,6.09
0xd3ef494925fbf134057e762ac4d6cee75e6a7b75,0xe8d1eac91e75960fa54ad14d7f144ccf5d2ad3d1,ETH,63.69,2024-07-04 16:01:52,53413,5.07
0x752d66e48099f2ae367785462369ec4cc2002c3e,0x21f0976fbfe59e3caba265d27bdc727eb6a4a112,WBTC,624.56,2024-07-06 21:39:13,55801,6.6
0xf5ccfa83413f6fdcb202bddffd62979a4183394f,0x6f80310e8ad3558504cc1710ae47a5a72e6ffcb2,ETH,715.2,2024-07-27 19:29:47,76619,1.12
0x8902e87f61a8d29c92ab4670b2596495c1fba623,0xf268738741ed3bade1b4ed5d41d643721d5316b5,UNI,411.94,2024-07-28 16:42:07,53913,6.01
0xde040a4243635b8b6eb610412c0629c4865f922b,0x4c3ae3426cd09bb99b715780b087232ce57fc32f,UNI,736.94,2024-07-13 14:35:49,61600,5.83
0xa329e58f042cd7dc6778912ebb51fc4b38f13e33,0x584eef582d8de993abe30a30fd45db4d11393655,DAI,340.41,2024-07-22 17:04:49,78775,5.83
0xff0add507c581fe2c377c2e8bba2a303822916fd,0x29ba54d98efc234eebd62b465cf18d7adf446101,ETH,369.84,2024-07-12 17:34:00,56400,6.23
0x65e12024763c21c94951fd1bfad8f11a9f5277e2,0xfa6d518480ad7d9bcee96b0d3054266c5402b254,DAI,278.91,2024-07-05 21:03:35,25494,6.93
0xc4f472082f71132ccb4dcf5bd6511dc7aa3c4a3a,0x51a0e8a1eb0a5a5c02d7f3871d6210ece96ebde8,DAI,12.87,2024-07-03 06:37:20,95691,8.15
0xec933a54eb197c7367c4e5f13d0bd720cb13a62b,0x6260f769cd41016f7a63969d13f0e9ca31f81025,DAI,57.08,2024-07-08 05:58:15,64001,3.06
0x1c378642fa2d6603565bc1d7e80d563ba45ffc4e,0xd467a95167c1ed28c717f5d44ea7348dfe76a39e,UNI,15.97,2024-07-20 12:00:31,88364,8.34
0x70fe46061f2eef5574515cd0f255c9abc80bdba0,0x86e0258394a50879cc11b1119b8b8c5d87d21ba4,USDC,505.86,2024-07-06 10:32:16,66028,5.23
0x932539741d46ea32dcadac96f0325bbe78f9e3d8,0xdb5b0750e40523518c52c194c1482191014231c1,ETH,188.7,2024-07-14 14:08:06,58573,1.23
0x3e0bbe969873593669113abb494df92a7db47b81,0xfc993a96d6d1ee91769ff97927f1691a14937bb7,USDC,355.22,2024-07-27 09:50:35,21806,1.06
0xf8e9481d57ddd3cb844362a131987198ed3a6122,0x8edd0ef979d555c5ac95163e337661d51f25fda8,UNI,1190.63,2024-07-15 21:38:56,77638,3.68
0x04c9515ad3f3e2d13f1d5f7ecc3dbed00c9c6c19,0x6de08d01249d2d479ee38a0966763405ac9e376b,WBTC,143.37,2024-07-26 00:50:20,50757,7.96
0x7256e2305a7141ff28eab79d34c6f41580e4cc6f,0x7eed64a318a3d17b8dc323737afa469391009a40,ETH,264.14,2024-07-18 03:54:41,55636,7.22
0x437bcdfee4e17f390ca5495bcbb82a06bec48ede,0xade9a7f9e0a66b7e8081db8b9ef4433615b0986a,WBTC,704.37,2024-07-30 01:12:25,69280,7.99
0x4c7a47f192e195c344324ef261feea77f1a891a0,0x7de1093a7f32d0898902bb87d5a0de49481ca3ab,DAI,129.9,2024-07-12 18:00:08,45262,5.41
0xedaf020c500e0d6864e5607ce43e3daa2cbe55dc,0xdd49ad6f0ce92529727e3a025f9b05ce784169eb,DAI,40.05,2024-07-02 17:47:01,83211,4.68
0x1fe6916f79a6b1d777b6d615a162914ef4a82e4d,0x4ddba26b061434fb274708a5de3a6429f8241637,ETH,171.07,2024-07-27 01:47:26,75842,1.9
0x87db4fceb6aa613fbcb3894a456cd96661d5fc81,0x2da1dba9604ef5129bd95f48aabb55b8a92f5b79,USDC,87.9,2024-07-02 07:10:25,77979,3.62
0x1e5dcf5e782bceefa40ca76d54202123f4b2b7c7,0xcde8a5eff850ffbe8455531b734bce10b8e9c6a0,UNI,1327.48,2024-07-18 10:32:57,59197,4.62
0xd1b37425ef3b8d18b6a290f57eabe99b52d2d4c5,0xf680bb705eb54ab5d5b17ff948c249d2bde8c25e,ETH,825.44,2024-07-02 21:42:32,62844,1.34
0x0b4f148cc0fc91ff9ff60533d68e91059329eed7,0x3a92956a5f385e2b20f1ca2ce897fb9f17278ff2,USDC,501.75,2024-07-30 23:11:30,85754,2.6
0xa75e228cafcf3d6b08556c75383e53ba6f7077d4,0x356c0dfc1cee2843ac8341cfb45cef169de97cfa,ETH,1025.76,2024-07-24 11:41:05,55157,6.18
0x3a60ea2c2da50132de0cb3a0b26cc214d35db6f8,0xac7dabb07ce11449f43589a40530813985f406bd,UNI,813.98,2024-07-23 02:17:00,98129,7.49
0xb40ff3ae9391ca7df67ba9877a5b1ad2d2e15c5a,0xa10e3155d329183ef464cbc77795c9f3d48d26db,DAI,103.25,2024-07-27 19:37:55,61042,9.98
0x34ace63a4a0e747a74d09bf72c218ad2f0cff4d9,0x890078148011b96386b18c381ff80ced75e62955,ETH,1115.41,2024-07-28 13:26:44,82665,9.36
0x264887a2ec84b0934ddc98f2dc267e52c99c88f2,0x71612fa4f54b9724ea5763ced3d09e2091b20255,WBTC,387.55,2024-07-17 09:19:27,48376,6.6
0x9bf8568001888e6bc63e3dd4f51235f71cda6ae0,0x4e1e095fc85d4b262f17bdf47f434a16a8474f9a,WBTC,823.67,2024-07-20 10:16:03,76554,4.5
0x596b8971f1d0a50f353286217a9205224ae0e710,0xa1b8b193bc4f1caf68c7b14ff80865de2cccab08,WBTC,1132.12,2024-07-30 03:23:26,35199,6.54
0x3a2c715b695c01c35d1e5865bb1f20629006834c,0x010ca7452031dca3995f59dcfa5a80446f2e4c03,WBTC,191.37,2024-07-16 16:20:04,71948,7.96
0x7c50e614bcd3e172a8d310b3d2327ac4a747e8a0,0xeb5664a315e90dc7b91b03c3a2fbe6eca78d6a1c,USDC,58.3,2024-07-29 02:29:35,94781,1.62
0xc43536c138bef0b02ec5e2253b5491589e3f29fc,0xc13978351e20b695171d28ab6af4392f9c1fe660,UNI,129.34,2024-07-18 18:24:31,93750,4.39
0x3241c359aa4b7690f24ade6e2fa4f53acff48641,0xdce40ea785005fe1d43ab84b076e4bc3064fe3a6,ETH,278.53,2024-07-12 20:47:49,87262,8.48
0x482f6057e5f2d468f9ea947303765fa01d19deb6,0xd1a308aaf67d1c60ef90e687b38f0d741bb72bf5,DAI,851.91,2024-07-25 20:31:49,67600,4.15
0x681a12d8526c7794c5152a843b1a24e3e8fdef1b,0x4c9b396c7cf2b1618b04c4787827d012d4ad7d20,UNI,985.67,2024-07-19 22:51:24,97898,5.93
0xcea32dffc5edb3f1c14ba0c33753e7542961c781,0x4f4c02022a30dacc9ad07e732dd6e4d11c7dcc05,ETH,3.49,2024-07-15 14:15:22,83483,6.08
0x1451dd738054681a1f1c63cb76f462003290f736,0x2e3e1083569572ce4c8b973b80b232632aad0cce,WBTC,357.44,2024-07-18 08:23:31,39297,2.25
0x062d4b8313127c9bb76014b7884acc203d4f38e9,0xe7cfe0dc55c8bffcab336c81fb4f56ba06e3fbd0,UNI,270.14,2024-07-23 20:41:45,51448,3.94
0x09fba90cef2a57f77d50f00241d087c94cba5109,0x7a5f17405819bb8cac5b529ffa0d3429691507f3,USDC,125.58,2024-07-16 03:35:52,47172,3.68
0xb401630c221fc337d202f935b15c59961b8b159b,0x6b907305c0933647d45d49eb00b165ecbce9b531,DAI,63.84,2024-07-18 13:42:28,63874,0.75
0x46eaf61215096ea8553a1ca963eb27ece7abc3c1,0x9b5638ed1b43fd2a5d1af5f9f0d4ed59399808df,USDC,205.95,2024-07-25 18:11:46,28657,0.73
0x6e5167fbc8c196d14d5f46bc0e562051c7a81494,0x1bfe9d428fb6295c02348e65c2e14099642b5fe3,USDC,1431.56,2024-07-07 07:37:38,46425,8.4
0xa849087feb406553df5c247abb1dedab947945b7,0xbed0bd206057bb7fd1a6670b1ea38fdbb6737406,WBTC,195.19,2024-07-16 19:13:32,47685,3.09
0xc483985e1848e086fcb60fa9e1183c1c6d485bb3,0xc31cab03b6b0184f5251e883cfdb9fa0bb5258a3,ETH,365.73,2024-07-26 08:02:42,45578,5.42
0xe18c484e58329107662a97138f4049b29b164ca0,0x171e1743bc863005dff22d9c30287df543b381df,WBTC,607.04,2024-07-21 23:05:03,49831,3.34
0xd584fb45cd531b2e2719aa6ab64147c38ac418a5,0x854cf49d5d02b1b6fd43f93860332432d63552f4,ETH,225.99,2024-07-22 11:45:48,28906,9.44
0xccae61c37b16d60694f93c7663fbc05218ab736a,0xb356ede3bcbe59a07c8291aa6c41596de1077a19,WBTC,1783.9,2024-07-22 15:19:42,82413,2.96
0x1acb480665d42093ac1946fadb2bf62d64ed6491,0x833f4aa5f783e179e6b5e5baccacf6dac5a6b187,USDC,1641.0,2024-07-01 10:13:23,75028,4.58
0xc4a4e0f66a58c61b853fd4f6fb570d118c810c54,0x13affc1d3e9116f8ec0d7d842e50b8dedacba0a4,ETH,145.03,2024-07-15 13:12:39,28287,8.79
0x9dc5ac71cf83643c97b71937e55df383c3a9a16a,0x6456af5d98b1189d5485a678b5c942b0a0dcd209,USDC,343.83,2024-07-29 03:54:28,54660,8.5
0x21671d2a59ce4b1e575a16706f147b8fa0e9266b,0x4bb6a68c78289486c7618dfe4834f81c0330eac2,DAI,178.97,2024-07-24 03:38:52,96758,2.27
0x85a948bf3fc2b5d9db1939d5dfe4ebf12b542e36,0xe3ab43eaa443f120df3497a71d8c0979e4753035,UNI,167.62,2024-07-15 15:48:24,81504,8.13
0x969b81b8e9be51724e92cf14eb7d940f4f3571ec,0xd2255aa8958844ee71c1ab557194c51f3c654923,USDC,18.79,2024-07-18 01:12:47,80720,4.85
0x6ce196af1c85e9754cdafcec2afff2ce801c1fa5,0xa9c5ba4c6ac63cf7ff9cdaa6084d56cb0023bcec,WBTC,470.25,2024-07-23 04:21:29,55701,5.09
0x9f51e993c381558c2e071ba43d8ea214b2df398f,0x7df8fc3f0fc3c8f335ee61860d1257f0e2289038,WBTC,349.26,2024-07-22 05:14:54,38674,1.77
0xc7ffef97b5196e6908c3bd179b96b080256cc02a,0xf15f279a15387bf4fc9f2a70033a5a650a902672,UNI,26.43,2024-07-10 15:51:49,44874,1.27
0x77e21aae97148015dbe9b5337415b237caf8cce0,0xae06f74c4cfb672c75e798c1d9b72e74fb49e62d,USDC,163.31,2024-07-28 17:03:53,64642,7.42
0x8fe2826cb62774e45b37a2f1f8bcdd8372226b1b,0x9f89d24343360f9843fc54fca5bb4616be3d0a25,DAI,1194.43,2024-07-18 19:27:48,86160,5.22
0x781ef7836f5a7d7cdccb56b66ab62abeb4668d8c,0x8a4e9f64b489a7f16d89f5caea2eb2280ea11faf,ETH,136.93,2024-07-08 00:17:31,38602,4.65
0xfb799fc25d3b3adde829bd25f319cf0ddb9bbc65,0xb9badf11a71694a7080edfb7e7d7f6f72c1a03cc,WBTC,78.27,2024-07-09 01:59:55,46931,7.43
0x2afbe3e912e7db714c91b14bc03b89b9f39b75e5,0x34704830a2c0acd74a37f363f6deedf40df75e5d,USDC,336.14,2024-07-15 08:01:37,50192,7.77
0x3e6401301e6be14cbab4904c3bb666d41ef729a0,0x2151a2b655b5d1f4cdecb8a16b113d517475d9ca,UNI,2122.02,2024-07-08 15:28:35,67542,2.01
0x80f01a27e51c51b44431720193f9faa7f5a8fbff,0x2c8e2457b166b8316aec793a642cebab649d4b14,USDC,138.57,2024-07-30 12:30:11,63520,6.3
0xf4d438befaf1738e5390036b4f26f3f017672ea9,0xda98751c541d82d26a4fc953290b0140acbca740,DAI,557.58,2024-07-08 04:14:38,85772,1.79
0x0d5b7bfb61d64e602d0316ca573d95182360342f,0x544dc3b58f4bde32597f37b7e98ee8351f1c8a16,WBTC,716.94,2024-07-21 21:34:40,79762,7.64
0xcc4e0f7bd074e30bdd71204acce64c791a7b3780,0xecb703397f7ee5febeff5224007838e912cd3d03,WBTC,135.67,2024-07-13 04:28:40,71106,6.74
